Words,Labels
"['like', 'if', 'you', 'agree', 'Cory', 'please', 'play', 'this', 'Again', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['I', ""'"", 'm', 'enjoying', 'this', 'series', 'so', 'far', 'That', 'episode', 'is', 'Finnish-ed', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['I', 'hate', 'the', 'god', 'damn', 'dog', 'filter', '4', ':', '30', 'Ammm', 'I', 'apologize', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
['.'],['O']
['.'],['O']
['.'],['O']
"['I', 'planned', 'to', 'kill', 'you', 'but', 'you', 'survived', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Where', 'was', 'Freddy', 'Happy', 'New', 'year', 'Amber', ',', 'I', 'love', 'your', 'videos', 'of', 'your', 'master', 'as', 'you', 'catch', 'him', '.']","['O', 'O', 'B-person', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['I', 'am', 'now', 'a', 'member', 'of', 'the', 'Vizsla', 'Face', 'Book', 'page', 'and', 'with', 'luck', 'have', 'the', 'friend', 'ship', 'of', 'a', 'Vizsla', 'this', 'year', 'to', 'run', 'with', 'me', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'I-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['i', 'noticed', 'desi', 'likes', 'to', 'say', '""', 'boujee', '""', 'now', '😂', 'And', 'the', 'Apple', 'home', 'v', '2', 'is', 'coming', 'soon', 'too', '!']","['O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'I-product', 'I-product', 'I-product', 'O', 'O', 'O', 'O', 'O']"
"['Its', 'almost', 'like', 'they', ""'"", 're', 'not', 'dick-riding', 'each', 'other', 'ooooh', 'wait', 'Fucking', 'hell', 'That', ""'"", 's', 'awesome', 'Fucking', 'MP', '5', 'floooowwwww', 'bang', 'Kendrick', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'I-product', 'O', 'O', 'B-person', 'O']"
"['it', ""'"", 's', 'a', 'nice', 'Video', '👍', 'like', 'and', 'Abbo', 'you', 'gott', '👍', 'Kelsey', 'you', 'should', 'die', 'your', 'hair', 'the', 'color', 'it', 'was', 'when', 'you', 'first', 'met', 'Ollie', 'I', 'ca', 'n', ""'"", 't', 'believe', 'how', 'beautiful', 'that', 'looks', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Just', 'fantastic', '!']","['O', 'O', 'O']"
['!'],['O']
"['Nice', 'job', '!']","['O', 'O', 'O']"
"['Where', 'is', 'KK', 'Lol', 'this', 'video', 'had', 'me', 'LMAO', '!']","['O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['😂', '😂', '😂', 'Yeah', ',', 'but', 'they', 'are', 'no', '""', 'Tyler', ""'"", 's', 'Waffles', '""', 'waffles', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-creative-work', 'I-creative-work', 'I-creative-work', 'I-creative-work', 'O', 'O', 'O']"
"['Looks', 'like', 'this', 'foot', 'it', 'died', 'before', 'Jesus', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O']"
"['YES', 'YANDERE', 'SIM', '!']","['O', 'O', 'O', 'O']"
"['reminds', 'me', 'of', 'La', 'La', 'Land', 'Make', 'gun', 'powder', 'from', 'scratch', 'Where', 'are', 'my', 'testicles', ',', 'Summer', '?']","['O', 'O', 'O', 'B-creative-work', 'I-creative-work', 'I-creative-work', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O']"
"['full', 'of', 'algae', 'This', 'is', 'very', 'good', 'advice', 'for', 'anyone', 'who', 'works', 'for', 'a', 'non-profit', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Thank', 'you', 'SO', 'much', 'for', 'posting', 'this', 'video', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Are', 'there', 'any', 'Trump', 'supporters', 'here', 'and', 'if', 'so', ',', 'please', 'state', 'your', 'reasons', 'you', 'support', 'him', '?']","['O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Back', 'AirPods', 'BEST', 'OF', 'RANBIR', 'Please', 'upload', 'some', 'random', 'videos', 'so', 'we', 'can', 'view', 'it', 'and', 'give', 'you', 'money', ':', 'D', 'We', 'need', 'to', 'support', 'you', 'so', 'please', 'upload', ':', 'D', 'the', 'mother', 'of', 'all', 'bombs', 'is', 'the', '""', 'Tsar', '""', 'This', 'is', 'just', 'great', '!']","['O', 'B-product', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Please', 'do', 'more', 'Braiden', 'Slouching', 'Directed', 'by', 'LSD', '.']","['O', 'O', 'O', 'B-creative-work', 'I-creative-work', 'O', 'O', 'B-person', 'O']"
['.'],['O']
['.'],['O']
"['Things', 'are', 'starting', 'to', 'get', ""'"", 'Ray', 'Bradbury-', 'ish', ""'"", '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O']"
"['Worlds', 'destiny', 'sits', 'on', 'OUR', 'shoulders', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['When', 'will', 'we', 'start', 'to', 'take', 'it', 'back', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['""', 'please', 'do', 'n', ""'"", 't', 'fire', 'me', 'you', 'cucks', '""', 'LMFAO', 'ohh', 'he', 'said', 'the', 'n', 'word', 'said', 'tana', 'I', ""'"", 'm', 'calling', 'the', 'police', 'bich', 'plz', '😑', 'Link', 'should', 'not', 'hold', 'knives', 'or', 'dogs', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['What', ""'"", 's', 'with', 'all', 'that', 'excessive', 'rubbing', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
['?'],['O']
['?'],['O']
['?'],['O']
['?'],['O']
['?'],['O']
['?'],['O']
['?'],['O']
['?'],['O']
['?'],['O']
['?'],['O']
['?'],['O']
['?'],['O']
['?'],['O']
['?'],['O']
['?'],['O']
['?'],['O']
['?'],['O']
['?'],['O']
['?'],['O']
['?'],['O']
['?'],['O']
['?'],['O']
['?'],['O']
['?'],['O']
['?'],['O']
['?'],['O']
['?'],['O']
['?'],['O']
['?'],['O']
['?'],['O']
['?'],['O']
['?'],['O']
['?'],['O']
['?'],['O']
['?'],['O']
['?'],['O']
['?'],['O']
['?'],['O']
['?'],['O']
['?'],['O']
['?'],['O']
['?'],['O']
['?'],['O']
['?'],['O']
['?'],['O']
['?'],['O']
['?'],['O']
['?'],['O']
['?'],['O']
['?'],['O']
['?'],['O']
['?'],['O']
['?'],['O']
['?'],['O']
['?'],['O']
['?'],['O']
['?'],['O']
['?'],['O']
['?'],['O']
['?'],['O']
['?'],['O']
['?'],['O']
"['/', '/', '/', 'Damn', 'we', 'finally', 'get', 'a', 'Black', 'héroe', 'Can', 'I', 'Have', '2', 'Normal', 'Plastic', 'fidget', 'spinners', 'I', 'am', 'so', 'proud', 'of', 'the', 'Jamaican', 'Squad', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-group', 'I-group', 'O']"
['!'],['O']
['!'],['O']
['!'],['O']
"['These', 'young', 'ladies', 'are', 'sensational', '!']","['O', 'O', 'O', 'O', 'O', 'O']"
['!'],['O']
['!'],['O']
['!'],['O']
"['Thanks', 'girls', '-', 'you', 'are', 'simply', 'the', 'best', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
['!'],['O']
"['She', 'will', 'serve', '2', 'years', 'in', 'a', 'minimum', 'security', 'Honor', 'camp', 'very', 'rarely', 'does', 'anyone', 'serve', 'the', 'first', 'number', 'of', 'a', 'sentence', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'I-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Car', 'Loader', 'for', 'Kids', 'and', 'Children', 'Guys', ',', 'i', 'know', 'black', 'lives', 'matter', 'but', 'they', 'have', 'to', 'die', 'first', '.']","['B-product', 'I-product', 'I-product', 'I-product', 'I-product', 'I-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Still', '.']","['O', 'O']"
"['Always', '.']","['O', 'O']"
"['this', 'is', 'n', ""'"", 't', 'paper', 'Mario', 'finish', 'a', 'series', 'you', 'attention', 'deficit', 'dill', 'holes', 'Teared', 'up', 'and', 'I', 'do', 'n', ""'"", 't', 'even', 'like', 'kids', '.']","['O', 'O', 'O', 'O', 'O', 'B-creative-work', 'I-creative-work', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Because', ':', 'Humanity', 'I', 'love', 'Vader', ""'"", 's', 'entrance', '.']","['O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O']"
"['It', 'makes', 'the', 'entire', 'video', 'worth', 'watching', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['STARVIN', 'MARVIN', 'Simple', 'but', 'so', 'effective', 'teaser', 'trailer', '.']","['B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
['.'],['O']
['.'],['O']
['.'],['O']
"['Im', 'all', 'hyped', 'up', 'now', '!']","['O', 'O', 'O', 'O', 'O', 'O']"
['!'],['O']
"['Amanda', 'is', 'in', 'love', 'with', 'him', 'the', 'moment', 'he', 'stepped', 'into', 'the', 'stage', 'check', 'the', 'way', 'she', 'stares', 'at', 'him', 'Ann', 'is', 'one', 'of', 'those', 'heartless', ',', 'rich', 'white', 'men', 'conservatives', 'who', 'talk', 'out', 'of', 'their', 'asses', '.']","['B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Every', 'Minecraft', 'ever', 'What', 'if', 'Minecraft', 'were', '.']","['O', 'B-creative-work', 'O', 'O', 'O', 'B-creative-work', 'O', 'O']"
['.'],['O']
['.'],['O']
"['hey', 'titi', 'nice', 'video', 'Did', 'n', ""'"", 't', 'Riceball', 'have', 'a', 'different', 'owner', 'in', 'the', 'walking', 'your', 'cat', 'video', '?']","['O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Like', 'Bubble', 'Boy', '-', '-', 'except', 'with', 'a', 'girl', '.']","['O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Bubble', 'Chick', '.']","['B-person', 'I-person', 'O']"
"['I', 'request', 'to', 'see', 'a', 'reaction', 'tO', 'DJ', 'Switch', 'Now', 'or', 'Never', 'ft', 'KWESTA', 'and', 'other', 'artists', 'yea', 'tanner', 'do', 'another', 'hide', 'and', 'seek', 'but', 'dont', 'name', 'it', 'the', 'new', 'house', 'When', 'is', 'the', 'Youtube', 'Fanfest', 'gonna', 'happen', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'B-creative-work', 'I-creative-work', 'I-creative-work', 'I-creative-work', 'I-creative-work', 'I-creative-work', 'I-creative-work', 'I-creative-work', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'O', 'O', 'O', 'O']"
"['😃', 'I', 'missed', 'it', '.']","['O', 'O', 'O', 'O', 'O']"
"['Just', 'had', 'ribs', 'finish', 'in', 'the', 'Q', 'when', 'I', 'dropped', 'a', 'knife', 'on', 'a', 'major', 'artery', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Im', 'sure', 'you', 'may', 'build', 'it', 'too', 'guys', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Just', 'look', 'for', 'woodprix', 'page', 'and', 'build', 'it', 'too', '.']","['O', 'O', 'O', 'B-product', 'O', 'O', 'O', 'O', 'O', 'O']"
"['OMG', 'THANK', 'YOU', 'TO', 'DO', 'THIS', ',', 'I', 'would', 'like', 'won', 'the', 'Jet', 'Black', 'Airpods', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'I-product', 'I-product', 'O']"
"['When', 'will', 'we', 'get', 'that', 'Filthy', 'Frank', 'reaction', '?']","['O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O']"
"['My', 'hole', 'school', 'is', 'hyped', 'because', 'ever', 'since', 'he', 'came', 'here', 'Iowa', 'started', 'to', 'get', 'popular', 'Bravo', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Funny', '!']","['O', 'O']"
"[':', ')', 'The', 'fuckin', 'kendrick', 'reference', 'My', 'dog', 'was', 'fast', 'asleep', 'and', 'then', 'heard', 'Jpeg', 'cry', 'and', 'it', 'woke', 'her', 'up', '.']","['O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Now', 'she', 'wants', 'to', 'leave', 'the', 'room', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Lol', '""', 'GET', 'YOUR', 'HEAD', 'DOWN', 'AND', 'KEEP', 'MOVING', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['""', 'That', 'part', 'brings', 'me', 'back', 'to', 'the', 'old', 'days', 'of', 'COD', 'and', 'gives', 'me', 'goosebumps', 'you', 'gotta', 'love', 'the', 'cavs', ""'"", 'camaraderie', ',', 'it', ""'"", 's', 'great', 'to', 'see', 'the', 'big', 'three', 'gell', ',', 'especially', 'kevin', 'love', 'You', 'are', 'not', 'bad', 'with', 'Takoyaki', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-group', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Great', 'video', '!']","['O', 'O', 'O']"
"['lol', 'singaporeans', 'should', 'kill', 'each', 'other', 'off', ',', 'bunch', 'of', 'uncivilised', 'donkeys', ',', 'if', 'they', 'try', 'this', 'stunt', 'in', 'the', 'U', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'I-location']"
"['S', ',', 'they', 'will', 'get', 'a', 'headshot', 'free', 'of', 'charge', 'courtesy', 'of', 'being', 'a', 'bitch', '😆', 'Upcoming', 'the', 'fight', 'of', 'the', 'decade', ',', 'Canelo', 'Vs', 'Julio', 'César', 'Jrs', '.']","['I-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'B-person', 'I-person', 'I-person', 'O']"
"['Who', 'will', 'win', '?']","['O', 'O', 'O', 'O']"
"['Aussie', 'faggot', 'and', 'gay', 'cancer', 'patient', 'in', 'remission', 'play', 'with', 'cocks', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Omg', 'you', 'craft', 'better', 'then', 'me', '😥', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['so', 'cool', '😀', 'This', 'is', 'a', 'perfect', 'Mother', ""'"", 's', 'day', 'gift', 'just', 'to', 'have', 'her', 'children', 'back', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['I', ""'"", 'm', 'so', 'happy', 'for', 'her', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['I', 'know', 'they', 'were', 'aliens', 'and', 'are', 'n', ""'"", 't', 'real', ',', 'but', 'we', 'need', 'the', 'adipose', 'pills', 'from', 'Doctor', 'Who', ',', 'they', 'actually', 'worked', ',', 'and', 'the', 'adipose', 'are', 'really', 'cute', 'XD', 'This', 'IS', 'amazing', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-creative-work', 'I-creative-work', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Sad', 'for', 'me', 'as', 'I', 'do', 'n', ""'"", 't', 'have', 'a', 'cat', 'anymore', ',', 'another', 'is', 'on', 'my', 'list', '100', '%', 'This', 'is', 'amazing', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Praise', 'His', 'holly', 'name', '👐', '👏', 'malume', 'freddy', 'l', 'love', 'you', ',', 'kkkkkkk', 'dintle', 'imali', 'dololo', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
['.'],['O']
['.'],['O']
['.'],['O']
['.'],['O']
"['YV', 'and', 'romeo', 'my', 'favorite', 'people', 'good', 'matching', 'team', '.']","['O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['i', 'am', 'a', 'jake', 'pouler', 'its', 'every', 'day', 'bro', 'Do', 'n', ""'"", 't', 'mean', 'to', 'be', 'rude', ',', 'but', 'you', 'should', 'do', 'some', 'actual', 'research', ',', 'the', 'amount', 'of', 'repetion', 'and', 'misinformation', 'is', 'annoying', '.']","['O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Please', 'consider', 'making', 'some', 'changes', '.']","['O', 'O', 'O', 'O', 'O', 'O']"
"['No', 'hate', ',', 'just', 'criticism', ':', ')', 'The', 'pitch', 'in', 'your', 'voice', ',', 'what', ""'"", 's', 'going', 'on', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Had', 'to', 'stop', 'the', 'video', '.']","['O', 'O', 'O', 'O', 'O', 'O']"
"['want', 'a', '18', '+', 'then', 'sing', 'up', 'http', ':', '/', '/', 'links', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['report', '/', 'track', '/', '?']","['O', 'O', 'O', 'O', 'O']"
"['oid', '=', '20', '&', 'uid', '=', '17', '#', 'ShareTheLove', 'Please', 'add', 'iranian', 'vidio', 'Plz', 'can', 'I', 'have', 'the', 'black', 'airpods', 'How', 'to', 'avoid', 'the', 'akwardness', 'when', 'getting', 'rick', 'rolled', ':', 'Step', '1', ':', 'Smile', 'and', 'start', 'dancing', 'Step', '2', ':', 'dance', 'your', 'way', 'out', 'of', 'the', 'room', 'Please', 'sub', 'to', 'me', 'it', 'would', 'mean', 'alot', 'Idk', 'why', 'but', 'this', 'guy', 'comes', 'across', 'as', 'an', 'asshole', 'to', 'me', 'Hey', 'coyote', 'I', 'have', 'a', '70', 'inch', 'tv', 'its', 'is', 'so', 'funny', 'looking', 'at', 'coments', 'and', 'seeing', 'a', 'ton', 'of', 'comments', 'about', 'noodle', 'the', 'like', '""', 'dares', 'coments', 'Noodles', 'dancing', 'is', 'so', 'nauthureal', 'its', 'just', 'graet', 'and', 'ya', 'Damn', 'Athenas', 'daughter', 'is', 'sexy', 'af', 'Katy', 'had', 'to', 'put', 'her', 'brush', 'down', 'to', 'Morn', 'desi', ""'"", 's', 'brush', 'loss', 'Great', 'to', 'see', 'Isaiah', 'in', 'good', 'spirits', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'I-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O']"
"['Lauren', 'you', 'should', 'have', 'eye', 'drops', 'and', 'flonase', 'nasal', 'spray', 'how', 'anyone', 'can', 'prefer', 'a', 'V', '6', 'over', 'a', 'Straight', '6', 'is', 'beyond', 'me', '.']","['B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'I-product', 'I-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
['.'],['O']
['.'],['O']
['.'],['O']
"['SUCH', 'a', 'nice', 'sound', '!']","['O', 'O', 'O', 'O', 'O']"
"['Make', 'more', 'if', 'you', 'like', 'if', 'you', 'agree', 'Um', 'it', ""'"", 's', 'just', 'music', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['You', 'people', 'are', 'taking', 'it', 'way', 'too', 'personal', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Ishawna', 'did', 'an', 'OK', 'song', 'but', 'this', 'diss', 'was', 'fire', '🔥', '🔥', '🔥', '🔥', '🔥', 'it', ""'"", 's', 'a', 'money', 'making', 'industry', 'and', 'clearly', 'suck', 'pussy', 'nah', 'do', 'road', '.']","['B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['So', 'relax', 'and', 'have', 'a', 'good', 'listen', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['wtf', 'these', 'niggas', 'snappin', '😥', '😥', 'feel', 'sorry', 'for', 'the', 'upcomming', 'artist', '#', 'QC', 'fuck', 'niggas', 'This', 'would', 'have', 'been', 'a', 'lot', 'better', 'if', 'Bee', 'was', 'n', ""'"", 't', 'so', 'annoying', 'I', 'wonder', 'if', 'iDubbbz', 'just', 'plays', 'with', 'this', 'when', 'he', ""'"", 's', 'not', 'filming', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Muselk', 'is', 'the', 'best', ':', 'D', 'Sexy', 'junkrat', 'ftw', 'rip', 'in', 'pieces', 'Ryzen', 'I', 'can', 'only', 'imagine', 'how', 'happy', 'you', 'must', 'have', 'been', 'to', 'find', 'out', 'you', 'were', 'pregnant', '!']","['B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['My', 'husband', 'and', 'I', 'have', 'been', 'trying', 'for', '15', 'months', '(', 'I', 'have', 'PCOS', ')', 'and', 'whenever', 'I', 'find', 'out', 'I', ""'"", 'm', 'pregnant', ""'"", 'll', 'probably', 'fall', 'apart', 'haha', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
